ies,sector ies,caracter ies,departamento domicilio ies,municipio domicilio ies,programa academico,nivel academico,nivel formacion,metodología,sexo,anio,semestre,graduados,matriculados
ESPANIA,ESP,C. BARCELONA,ADULTO JOVEN,19,CIENCIAS SOCIALES Y HUMANAS,OTROS ESTUDIOS EN CIENCIAS SOCIALES Y HUMANAS,PREGRADO - PROFESIONAL,SOLTERO,FEMENINO,13,150,1,1
ECUADOR,ECU,C. GUAYAQUIL,ADULTO JOVEN,19,NINGUNA,NINGUNA,BACHILLERATO,UNION_LIBRE,MASCULINO,13,150,1,1
PERU,PER,C. LIMA,ADULTO JOVEN,19,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,FEMENINO,12,150,1,2
EMIRATOS ARABES UNIDOS,ARE,C. ABU DHABI,ADULTO JOVEN,19,NINGUNA,NINGUNA,NINGUNO,SOLTERO,FEMENINO,13,150,1,1
ESPANIA,ESP,C. VALENCIA ESP,ADULTO JOVEN,19,NINGUNA,NINGUNA,BACHILLERATO,UNION_LIBRE,MASCULINO,12,150,1,1
ESTADOS UNIDOS,USA,C. SAN FRANCISCO,ADULTO JOVEN,19,NINGUNA,NINGUNA,NO INDICA,SOLTERO,MASCULINO,11,150,1,1
ESTADOS UNIDOS,USA,C. MIAMI,ADULTO JOVEN,19,NINGUNA,NINGUNA,NINGUNO,SOLTERO,FEMENINO,13,150,1,1
RUSIA,RUS,C. MOSCU,ADULTO JOVEN,19,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,MASCULINO,12,150,1,1
CURACAO,CUW,C. WILLEMSTAD,ADULTO JOVEN,19,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,FEMENINO,12,150,1,1
VENEZUELA,VEN,C. MERIDA VEN,ADULTO JOVEN,19,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,FEMENINO,12,150,1,1
ESTADOS UNIDOS,USA,C. SAN FRANCISCO,ADULTO JOVEN,19,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,FEMENINO,12,170,1,1
ESPANIA,ESP,C. MADRID,ADULTO JOVEN,19,BELLAS ARTES,DISENIO,PREGRADO - PROFESIONAL,DESCONOCIDO,FEMENINO,11,150,1,1
CHILE,CHL,C. SANTIAGO,ADULTO JOVEN,19,BELLAS ARTES,MUSICA,PREGRADO - PROFESIONAL,SOLTERO,MASCULINO,12,150,1,1
ESTADOS UNIDOS,USA,C. MIAMI,ADULTO JOVEN,19,CIENCIAS DE LA SALUD,NUTRICION Y DIETETICA,PREGRADO - PROFESIONAL,SOLTERO,FEMENINO,13,150,1,1
ARUBA,ABW,C. ARUBA,ADULTO JOVEN,19,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,MASCULINO,12,150,1,3
URUGUAY,URY,C. MONTEVIDEO,ADULTO JOVEN,19,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,11,128,1,1
ECUADOR,ECU,C. NUEVA LOJA,ADULTO JOVEN,19,NINGUNA,NINGUNA,NO INDICA,SOLTERO,MASCULINO,12,150,1,2
ESPANIA,ESP,C. LAS PALMAS DE G.C,ADULTO JOVEN,19,NINGUNA,NINGUNA,PRIMARIA,SOLTERO,FEMENINO,12,150,1,1
ESPANIA,ESP,C. SEVILLA,ADULTO JOVEN,19,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,FEMENINO,11,150,1,1
ESTADOS UNIDOS,USA,C. NEWARK,ADULTO JOVEN,19,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,13,150,1,26
PERU,PER,C. IQUITOS,ADULTO JOVEN,19,NINGUNA,NINGUNA,PRIMARIA,UNION_LIBRE,FEMENINO,12,150,1,1
ECUADOR,ECU,C. GUAYAQUIL,ADULTO JOVEN,19,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,11,130,1,1
PANAMA,PAN,C. PANAMA,ADULTO JOVEN,19,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,11,145,1,3
ARGENTINA,ARG,C. BUENOS AIRES,ADULTO JOVEN,19,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,11,127,1,1
CURACAO,CUW,C. WILLEMSTAD,ADULTO JOVEN,19,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,MASCULINO,12,160,1,1
CURACAO,CUW,C. WILLEMSTAD,ADULTO JOVEN,19,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,FEMENINO,12,144,1,1
REINO UNIDO,GBR,C. LONDRES,ADULTO JOVEN,19,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,FEMENINO,12,140,1,1
BRASIL,BRA,C. BRASILIA,ADULTO JOVEN,19,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,11,129,1,1
ESTADOS UNIDOS,USA,C. MIAMI,ADULTO JOVEN,19,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,FEMENINO,11,140,1,1
ESTADOS UNIDOS,USA,C. NEWARK,ADULTO JOVEN,19,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,11,145,1,1
ITALIA,ITA,C. ROMA,ADULTO JOVEN,19,NINGUNA,NINGUNA,PRIMARIA,SOLTERO,FEMENINO,12,150,1,1
ESPANIA,ESP,C. VALENCIA ESP,ADULTO JOVEN,19,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,11,152,1,1
GUATEMALA,GTM,C. GUATEMALA,ADULTO JOVEN,19,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,13,150,1,4
ESPANIA,ESP,C. VALENCIA ESP,ADULTO JOVEN,19,CIENCIAS DE LA EDUCACION,EDUCACION,PREGRADO - TECNOLOGICO,SOLTERO,FEMENINO,12,150,1,1
ECUADOR,ECU,C. QUITO,ADULTO JOVEN,19,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,FEMENINO,13,150,1,1
ESPANIA,ESP,C. BILBAO,ADULTO JOVEN,19,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,11,145,1,1
ESPANIA,ESP,C. LAS PALMAS DE G.C,ADULTO JOVEN,19,NINGUNA,NINGUNA,NO INDICA,SOLTERO,FEMENINO,13,150,1,13
ESTADOS UNIDOS,USA,C. ATLANTA,ADULTO JOVEN,19,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,11,126,1,1
ECUADOR,ECU,C. GUAYAQUIL,ADULTO JOVEN,19,NINGUNA,NINGUNA,PRIMARIA,SOLTERO,FEMENINO,13,150,1,5
ESTADOS UNIDOS,USA,C. MIAMI,ADULTO JOVEN,19,NINGUNA,NINGUNA,PRIMARIA,SOLTERO,MASCULINO,13,150,1,1
ESTADOS UNIDOS,USA,C. BOSTON,ADULTO JOVEN,19,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,11,160,1,1
ESPANIA,ESP,C. PALMA DE MALLORCA,ADULTO JOVEN,19,NINGUNA,NINGUNA,NO INDICA,SOLTERO,MASCULINO,12,150,1,12
ESTADOS UNIDOS,USA,C. SAN FRANCISCO,ADULTO JOVEN,19,NINGUNA,NINGUNA,NO INDICA,UNION_LIBRE,MASCULINO,13,150,1,1
ALEMANIA,DEU,C. FRANKFURT,ADULTO JOVEN,19,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,11,140,1,1
ITALIA,ITA,C. MILAN,ADULTO JOVEN,19,NINGUNA,NINGUNA,NINGUNO,SOLTERO,MASCULINO,13,150,1,1
ECUADOR,ECU,C. GUAYAQUIL,ADULTO JOVEN,19,BELLAS ARTES,DISENIO,NO INDICA,SOLTERO,FEMENINO,12,150,1,1
ESTADOS UNIDOS,USA,C. ORLANDO,ADULTO JOVEN,19,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,11,137,1,1
ESPANIA,ESP,C. SEVILLA,ADULTO JOVEN,19,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,MASCULINO,12,150,1,11
ESTADOS UNIDOS,USA,C. CHICAGO,ADULTO JOVEN,19,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,11,117,1,1
ESPANIA,ESP,C. MADRID,ADULTO JOVEN,19,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,FEMENINO,12,142,1,1
ESTADOS UNIDOS,USA,C. CHICAGO,ADULTO JOVEN,19,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,11,139,1,1
PERU,PER,C. IQUITOS,ADULTO JOVEN,19,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,13,150,1,1
ECUADOR,ECU,C. TULCAN,ADULTO JOVEN,19,NINGUNA,NINGUNA,NO INDICA,SOLTERO,MASCULINO,13,150,1,10
CHILE,CHL,C. SANTIAGO,ADULTO JOVEN,19,NINGUNA,NINGUNA,BACHILLERATO,DESCONOCIDO,DESCONOCIDO,13,150,1,1
POLONIA,POL,C. VARSOVIA,ADULTO JOVEN,19,NINGUNA,NINGUNA,BACHILLERATO,DESCONOCIDO,FEMENINO,11,130,1,1
ECUADOR,ECU,C. GUAYAQUIL,ADULTO JOVEN,19,NINGUNA,NINGUNA,BACHILLERATO,UNION_LIBRE,FEMENINO,13,150,1,3
ESTADOS UNIDOS,USA,C. CHICAGO,ADULTO JOVEN,19,NINGUNA,NINGUNA,PRIMARIA,SOLTERO,MASCULINO,12,150,1,1
ESPANIA,ESP,C. BILBAO,ADULTO JOVEN,19,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,DESCONOCIDO,13,150,1,1
ESPANIA,ESP,C. MADRID,ADULTO JOVEN,19,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,MASCULINO,11,145,1,3
ESPANIA,ESP,C. MADRID,ADULTO JOVEN,19,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,11,145,1,2
CHILE,CHL,C. SANTIAGO,ADULTO JOVEN,19,NINGUNA,NINGUNA,NINGUNO,SOLTERO,MASCULINO,13,150,1,2
COSTA RICA,CRI,C. SAN JOSE,ADULTO JOVEN,19,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,11,150,1,1
ESTADOS UNIDOS,USA,C. NUEVA YORK,ADULTO JOVEN,19,NINGUNA,NINGUNA,NINGUNO,SOLTERO,FEMENINO,13,150,1,1
ESTADOS UNIDOS,USA,C. ATLANTA,ADULTO JOVEN,19,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,11,110,1,1
GUATEMALA,GTM,C. GUATEMALA,ADULTO JOVEN,19,NINGUNA,NINGUNA,NO INDICA,SOLTERO,FEMENINO,12,150,1,2
EMIRATOS ARABES UNIDOS,ARE,C. ABU DHABI,ADULTO JOVEN,19,NINGUNA,NINGUNA,NO INDICA,SOLTERO,MASCULINO,12,150,1,1
ESPANIA,ESP,C. BARCELONA,ADULTO JOVEN,19,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,13,150,1,46
ESTADOS UNIDOS,USA,C. HOUSTON,ADULTO JOVEN,19,NINGUNA,NINGUNA,BACHILLERATO,DESCONOCIDO,FEMENINO,13,150,1,1
ESTADOS UNIDOS,USA,C. MIAMI,ADULTO JOVEN,19,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,11,140,1,2
ARGENTINA,ARG,C. BUENOS AIRES,ADULTO JOVEN,19,CIENCIAS SOCIALES Y HUMANAS,CIENCIA POLITICA Y/O RELACIONES INTERNACIONALES,PREGRADO - PROFESIONAL,SOLTERO,FEMENINO,12,150,1,1
ECUADOR,ECU,C. QUITO,ADULTO JOVEN,19,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,FEMENINO,12,145,1,1
ESPANIA,ESP,C. MADRID,ADULTO JOVEN,19,CIENCIAS DE LA SALUD,OTRO PROGRAMA DE SALUD,NO INDICA,DESCONOCIDO,MASCULINO,13,150,1,1
CANADA,CAN,C. VANCOUVER,ADULTO JOVEN,19,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,FEMENINO,12,159,1,1
ITALIA,ITA,C. MILAN,ADULTO JOVEN,19,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,13,150,1,8
BRASIL,BRA,C. BRASILIA,ADULTO JOVEN,19,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,13,150,1,2
FEDERACION DE RUSIA,RUS,C. MOSCU,ADULTO JOVEN,19,NINGUNA,NINGUNA,NO INDICA,SOLTERO,FEMENINO,01,150,1,1
ESTADOS UNIDOS,USA,C. MIAMI,ADULTO JOVEN,19,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,11,142,1,1
ESPANIA,ESP,C. MADRID,ADULTO JOVEN,19,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,FEMENINO,11,140,1,2
ITALIA,ITA,C. MILAN,ADULTO JOVEN,19,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,11,139,1,1
ESTADOS UNIDOS,USA,C. SAN FRANCISCO,ADULTO JOVEN,19,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,11,127,1,1
VENEZUELA,VEN,C. SAN FNDO ATABAPO,ADULTO JOVEN,19,NINGUNA,NINGUNA,NO INDICA,SOLTERO,FEMENINO,13,150,1,2
ESPANIA,ESP,C. SEVILLA,ADULTO JOVEN,19,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,MASCULINO,11,150,1,1
ITALIA,ITA,C. ROMA,ADULTO JOVEN,19,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,MASCULINO,12,155,1,1
ALEMANIA,DEU,C. BERLIN,ADULTO JOVEN,19,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,FEMENINO,13,150,1,2
ESPANIA,ESP,C. BARCELONA,ADULTO JOVEN,19,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,11,120,1,2
JAPON,JPN,C. TOKIO,ADULTO JOVEN,19,CIENCIAS DE LA SALUD,ENFERMERIA,PREGRADO - TECNICO PROFESIONAL,SOLTERO,FEMENINO,13,150,1,1
VENEZUELA,VEN,C. SAN CRISTOBAL,ADULTO JOVEN,19,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,FEMENINO,11,150,1,2
ESPANIA,ESP,C. MADRID,ADULTO JOVEN,19,NINGUNA,NINGUNA,NO INDICA,SOLTERO,FEMENINO,12,160,1,1
JAPON,JPN,C. TOKIO,ADULTO JOVEN,19,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,MASCULINO,13,150,1,1
ESTADOS UNIDOS,USA,C. CHICAGO,ADULTO JOVEN,19,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,11,132,1,2
ESPANIA,ESP,C. MADRID,ADULTO JOVEN,19,NINGUNA,NINGUNA,BACHILLERATO,DESCONOCIDO,MASCULINO,12,150,1,1
ECUADOR,ECU,C. QUITO,ADULTO JOVEN,19,NINGUNA,NINGUNA,PRIMARIA,SOLTERO,FEMENINO,13,150,1,1
SUIZA,CHE,C. BERNA,ADULTO JOVEN,19,CIENCIAS SOCIALES Y HUMANAS,CIENCIA POLITICA Y/O RELACIONES INTERNACIONALES,PREGRADO - PROFESIONAL,SOLTERO,FEMENINO,12,150,1,1
ESPANIA,ESP,C. SEVILLA,ADULTO JOVEN,19,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,MASCULINO,12,153,1,1
ECUADOR,ECU,C. TULCAN,ADULTO JOVEN,19,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,MASCULINO,13,140,1,1
CANADA,CAN,C. CALGARY,ADULTO JOVEN,19,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,11,120,1,1
BOLIVIA,BOL,C. LA PAZ,ADULTO JOVEN,19,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,12,150,1,1
ESLOVAQUIA,SVK,C. VIENA,ADULTO JOVEN,19,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,11,155,1,1
VENEZUELA,VEN,C. PUERTO ORDAZ,ADULTO JOVEN,19,NINGUNA,NINGUNA,NO INDICA,SOLTERO,MASCULINO,13,150,1,5
CURACAO,CUW,C. WILLEMSTAD,ADULTO JOVEN,19,NINGUNA,NINGUNA,PRIMARIA,SOLTERO,MASCULINO,12,150,1,1
ESPANIA,ESP,C. BILBAO,ADULTO JOVEN,19,NINGUNA,NINGUNA,NO INDICA,SOLTERO,FEMENINO,03,150,1,1
VENEZUELA,VEN,C. VALENCIA VEN,ADULTO JOVEN,19,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,MASCULINO,12,150,1,3
ESTADOS UNIDOS,USA,C. CHICAGO,ADULTO JOVEN,19,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,11,170,1,1
ESPANIA,ESP,C. SEVILLA,ADULTO JOVEN,19,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,MASCULINO,12,160,1,1
ISRAEL,ISR,C. TEL AVIV,ADULTO JOVEN,19,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,MASCULINO,13,150,1,1
ESTADOS UNIDOS,USA,C. MIAMI,ADULTO JOVEN,19,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,11,110,1,1
PANAMA,PAN,C. PANAMA,ADULTO JOVEN,19,CIENCIAS DE LA EDUCACION,EDUCACION,NO INDICA,DESCONOCIDO,MASCULINO,12,150,1,1
CHILE,CHL,C. ANTOFAGASTA,ADULTO JOVEN,19,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,13,118,1,1
MEXICO,MEX,C. MEXICO,ADULTO JOVEN,19,NINGUNA,NINGUNA,PRIMARIA,SOLTERO,FEMENINO,12,150,1,2
ESTADOS UNIDOS,USA,C. LOS ANGELES,ADULTO JOVEN,19,NINGUNA,NINGUNA,NINGUNO,UNION_LIBRE,FEMENINO,13,150,1,1
ESTADOS UNIDOS,USA,C. ORLANDO,ADULTO JOVEN,19,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,MASCULINO,12,150,1,1
VENEZUELA,VEN,C. VALENCIA VEN,ADULTO JOVEN,19,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,MASCULINO,12,145,1,3
AUSTRALIA,AUS,C. CANBERRA,ADULTO JOVEN,19,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,11,142,1,1
CHILE,CHL,C. ANTOFAGASTA,ADULTO JOVEN,19,NINGUNA,NINGUNA,BACHILLERATO,DESCONOCIDO,MASCULINO,13,150,1,3
ALEMANIA,DEU,C. BERLIN,ADULTO JOVEN,19,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,MASCULINO,13,158,1,1
ESTADOS UNIDOS,USA,C. MIAMI,ADULTO JOVEN,19,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,13,150,1,20
BRASIL,BRA,C. SAO PAULO,ADULTO JOVEN,19,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,11,145,1,1
ESTADOS UNIDOS,USA,C. ATLANTA,ADULTO JOVEN,19,CIENCIAS SOCIALES Y HUMANAS,CIENCIA POLITICA Y/O RELACIONES INTERNACIONALES,PREGRADO - PROFESIONAL,SOLTERO,FEMENINO,13,150,1,1
CANADA,CAN,C. TORONTO,ADULTO JOVEN,19,NINGUNA,NINGUNA,NO INDICA,SOLTERO,MASCULINO,12,150,1,13
CHILE,CHL,C. ANTOFAGASTA,ADULTO JOVEN,19,CIENCIAS DE LA SALUD,ENFERMERIA,NO INDICA,SOLTERO,FEMENINO,13,150,1,1
ECUADOR,ECU,C. QUITO,ADULTO JOVEN,19,NINGUNA,NINGUNA,NO INDICA,UNION_LIBRE,FEMENINO,01,150,1,1
ESTADOS UNIDOS,USA,C. MIAMI,ADULTO JOVEN,19,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,MASCULINO,12,150,1,10
CANADA,CAN,C. TORONTO,ADULTO JOVEN,19,CIENCIAS SOCIALES Y HUMANAS,CIENCIA POLITICA Y/O RELACIONES INTERNACIONALES,NO INDICA,SOLTERO,FEMENINO,12,150,1,1
FRANCIA,FRA,C. PARIS,ADULTO JOVEN,19,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,MASCULINO,12,165,1,2
ESTADOS UNIDOS,USA,C. MIAMI,ADULTO JOVEN,19,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,MASCULINO,12,150,1,1
ESPANIA,ESP,C. MADRID,ADULTO JOVEN,19,NINGUNA,NINGUNA,PRIMARIA,SOLTERO,FEMENINO,13,160,1,1
ESPANIA,ESP,C. MADRID,ADULTO JOVEN,19,BELLAS ARTES,DISENIO,NO INDICA,SOLTERO,MASCULINO,12,150,1,1
ESTADOS UNIDOS,USA,C. NEWARK,ADULTO JOVEN,19,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,MASCULINO,12,160,1,1
ESPANIA,ESP,C. BARCELONA,ADULTO JOVEN,19,NINGUNA,NINGUNA,PRIMARIA,SOLTERO,FEMENINO,12,150,1,1
CANADA,CAN,C. MONTREAL,ADULTO JOVEN,19,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,11,142,1,4
CANADA,CAN,C. CALGARY,ADULTO JOVEN,19,NINGUNA,NINGUNA,BACHILLERATO,UNION_LIBRE,FEMENINO,12,150,1,1
ESTADOS UNIDOS,USA,C. BOSTON,ADULTO JOVEN,19,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,MASCULINO,11,150,1,1
ESTADOS UNIDOS,USA,C. CHICAGO,ADULTO JOVEN,19,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,MASCULINO,11,150,1,1
VENEZUELA,VEN,C. BARINAS,ADULTO JOVEN,19,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,FEMENINO,12,127,1,1
ESTADOS UNIDOS,USA,C. NUEVA YORK,ADULTO JOVEN,19,NINGUNA,NINGUNA,BACHILLERATO,DESCONOCIDO,FEMENINO,13,150,1,1
ESTADOS UNIDOS,USA,C. CHICAGO,ADULTO JOVEN,19,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,11,161,1,1
BIELORRUSIA,BLR,C. MOSCU,ADULTO JOVEN,19,NINGUNA,NINGUNA,NO INDICA,SOLTERO,FEMENINO,01,150,1,1
LITUANIA,LTU,C. VARSOVIA,ADULTO JOVEN,19,NINGUNA,NINGUNA,NO INDICA,SOLTERO,MASCULINO,12,150,1,1
NORUEGA,NOR,C. OSLO,ADULTO JOVEN,19,NINGUNA,NINGUNA,NO INDICA,SOLTERO,FEMENINO,13,150,1,1
REINO UNIDO,GBR,C. LONDRES,ADULTO JOVEN,19,NINGUNA,NINGUNA,NO INDICA,SOLTERO,FEMENINO,12,150,1,19
CANADA,CAN,C. MONTREAL,ADULTO JOVEN,19,NINGUNA,NINGUNA,NO INDICA,SOLTERO,MASCULINO,13,150,1,28
VENEZUELA,VEN,C. CARACAS,ADULTO JOVEN,19,NINGUNA,NINGUNA,PRIMARIA,SOLTERO,MASCULINO,13,130,1,1
CHILE,CHL,C. SANTIAGO,ADULTO JOVEN,19,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,11,150,1,6
ESPANIA,ESP,C. MADRID,ADULTO JOVEN,19,NINGUNA,NINGUNA,NO INDICA,SOLTERO,MASCULINO,13,120,1,1
ESTADOS UNIDOS,USA,C. MIAMI,ADULTO JOVEN,19,CIENCIAS SOCIALES Y HUMANAS,DERECHO Y AFINES,NO INDICA,SOLTERO,MASCULINO,12,150,1,1
ESPANIA,ESP,C. BILBAO,ADULTO JOVEN,19,BELLAS ARTES,OTRO PROGRAMA DE BELLAS ARTES,PREGRADO - TECNICO PROFESIONAL,SOLTERO,MASCULINO,12,150,1,1
CHILE,CHL,C. SANTIAGO,ADULTO JOVEN,19,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,11,125,1,1
ESPANIA,ESP,C. MADRID,ADULTO JOVEN,19,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,FEMENINO,11,155,1,1
ESTADOS UNIDOS,USA,C. CHICAGO,ADULTO JOVEN,19,NINGUNA,NINGUNA,BACHILLERATO,DESCONOCIDO,FEMENINO,13,150,1,1
VENEZUELA,VEN,C. SAN CRISTOBAL,ADULTO JOVEN,19,CIENCIAS DE LA EDUCACION,EDUCACION,NO INDICA,SOLTERO,FEMENINO,12,150,1,1
CANADA,CAN,C. OTTAWA,ADULTO JOVEN,19,NO INDICA,AVIACION,NO INDICA,SOLTERO,MASCULINO,12,150,1,1
VENEZUELA,VEN,C. SAN CRISTOBAL,ADULTO JOVEN,19,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,FEMENINO,11,168,1,1
ESPANIA,ESP,C. BARCELONA,ADULTO JOVEN,19,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,FEMENINO,11,150,1,1
CANADA,CAN,C. CALGARY,ADULTO JOVEN,19,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,13,150,1,8
ESTADOS UNIDOS,USA,C. NEWARK,ADULTO JOVEN,19,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,FEMENINO,12,150,1,3
FRANCIA,FRA,C. PARIS,ADULTO JOVEN,19,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,FEMENINO,11,158,1,1
CANADA,CAN,C. CALGARY,ADULTO JOVEN,19,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,MASCULINO,12,150,1,1
LIBANO,LBN,C. BEIRUT,ADULTO JOVEN,19,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,11,150,1,1
ECUADOR,ECU,C. QUITO,ADULTO JOVEN,19,CIENCIAS DE LA EDUCACION,EDUCACION,PREGRADO - PROFESIONAL,SOLTERO,MASCULINO,01,150,1,1
ESTADOS UNIDOS,USA,C. CHICAGO,ADULTO JOVEN,19,CIENCIAS SOCIALES Y HUMANAS,DERECHO Y AFINES,PREGRADO - PROFESIONAL,SOLTERO,FEMENINO,13,150,1,1
MEXICO,MEX,C. CANCUN,ADULTO JOVEN,19,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,13,150,1,3
CHILE,CHL,C. ANTOFAGASTA,ADULTO JOVEN,19,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,11,150,1,2
ESTADOS UNIDOS,USA,C. BOSTON,ADULTO JOVEN,19,NINGUNA,NINGUNA,NO INDICA,SOLTERO,MASCULINO,13,150,1,10
SUIZA,CHE,C. BERNA,ADULTO JOVEN,19,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,11,140,1,1
MEXICO,MEX,C. MEXICO,ADULTO JOVEN,19,NINGUNA,NINGUNA,PRIMARIA,DESCONOCIDO,FEMENINO,11,142,1,1
ESTADOS UNIDOS,USA,C. ORLANDO,ADULTO JOVEN,19,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,11,158,1,1
VENEZUELA,VEN,C. PUERTO LA CRUZ,ADULTO JOVEN,19,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,FEMENINO,13,150,1,1
ALEMANIA,DEU,C. FRANKFURT,ADULTO JOVEN,19,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,11,140,1,1
ESPANIA,ESP,C. SEVILLA,ADULTO JOVEN,19,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,FEMENINO,12,162,1,1
